"filename", "language", "Swift", "XML", "JSON", "C++", "YAML", "Properties", "Groovy", "Dart", "Markdown", "HTML", "comment", "blank", "total"
"/Users/ramidmour/development/flutter_calory_calculator/macos/Runner/MainFlutterWindow.swift", "Swift", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"/Users/ramidmour/development/flutter_calory_calculator/pubspec.yaml", "YAML", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 4, 30
"/Users/ramidmour/development/flutter_calory_calculator/test/widget_test.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 10, 7, 31
"/Users/ramidmour/development/flutter_calory_calculator/web/index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 16, 6, 59
"/Users/ramidmour/development/flutter_calory_calculator/web/manifest.json", "JSON", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"/Users/ramidmour/development/flutter_calory_calculator/windows/flutter/generated_plugin_registrant.cc", "C++", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 4, 5, 18
"/Users/ramidmour/development/flutter_calory_calculator/windows/flutter/generated_plugin_registrant.h", "C++", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 5, 6, 16
"/Users/ramidmour/development/flutter_calory_calculator/windows/runner/flutter_window.cpp", "C++", 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 4, 13, 62
"/Users/ramidmour/development/flutter_calory_calculator/windows/runner/flutter_window.h", "C++", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 5, 9, 34
"/Users/ramidmour/development/flutter_calory_calculator/windows/runner/main.cpp", "C++", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 4, 10, 44
"/Users/ramidmour/development/flutter_calory_calculator/windows/runner/resource.h", "C++", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 6, 2, 17
"/Users/ramidmour/development/flutter_calory_calculator/windows/runner/utils.cpp", "C++", 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 2, 10, 65
"/Users/ramidmour/development/flutter_calory_calculator/windows/runner/utils.h", "C++", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 6, 6, 20
"/Users/ramidmour/development/flutter_calory_calculator/windows/runner/win32_window.cpp", "C++", 0, 0, 0, 183, 0, 0, 0, 0, 0, 0, 15, 48, 246
"/Users/ramidmour/development/flutter_calory_calculator/windows/runner/win32_window.h", "C++", 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 29, 22, 99
"Total", "-", 42, 476, 248, 509, 29, 8, 89, 4228, 13, 37, 216, 708, 6603
